WORLD,NAME,AGE GROUP,GENDER ,OCCULT,ETHNICITY,JOB,JOB DETAIL / BRANCH AND LEVEL,NOTES,PLAYABLE SIM,STATUS,Family Status,"LOT VALUE
=IF(Lots!I#="""","""",Lots!I#)",HOUSEHOLD FUNDS,BANK CASH,TOTAL,WEALTH CLASS,INDIVIDUAL WEALTH CLASS,CLUB,FAME LEVEL,PET,PET NOTES,PRESTIGE RANK,SUGAR,DOS,OWES KASON MONEY,OWES KASON TIME,FAITH,ADDICTION,ALIGNMENT,POWER SOURCE,FORM LEVEL,MAGICAL ABILITIES,SPELLS,ALCHEMY POTIONS,ALTAR CONFIGURATIONS,OCCULT GROUP,LANGUAGE SPOKEN,POLITICAL ALIGNMENT,ORIENTATION
Ondarion,Jawara Darong,Young Adult,Female,Human,South Windenburgian,Noble,,,No,Not Started,Darong,,In Game,,,,,,,,,9,,,,,,,,,,,,,,,"Simlish , Tartosiano , Windenburgish",,Straight
Ondarion,Amarachi Darong,Teenager,Female,Human,South Windenburgian,"Independent School Student , Bullet Club , The Performing Arts and Dance Club",,GIVE JOBS,No,Not Started,Darong,,In Game,,,,,The Performing Arts and Dance Club,,,,9,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Obi Darong,Child,Male,Human,South Windenburgian,"Elite Private School Child , School Orchestra",,GIVE JOBs,No,Not Started,Darong,,In Game,,,,,,,,,9,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,
Ondarion,Consort Capp,Adult,Male,Ghost Culled,South Windenburgian,NA,,,No,Not Started,Capp,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Akachi Onoja,Young Adult,Male,Human,South Windenburgian,Noble,,,No,Not Started,,,In Game,,,,,,,,,5,,,,,,,,,,,,,,,"Simlish , Tartosiano , Windenburgish",,Straight
Ondarion,Fia Acosta,Young Adult,Female,Human,South Windenburgian,ROYAL ROBBER NPCS,,,No,Not Started,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Connie Fidential,Young Adult,Female,Human,South Windenburgian,INFORMATION BROKER NPCS,,,No,Not Started,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Layla Guidroz,Adult,Female,Human,North Windenburgian,Active Photographer,,,No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Kirk Guidroz,Adult,Male,Human,South Windenburgian,A.W.E Photographer,,,No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,,"Same as Kirk Guidroz, Same Household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Megara Guidroz,Teenager,Female,Human,North Windenburgian & South Windenburgian,"Specialized/Magnetic Public School  Student , Tutor",,madhav chaudhary's crush,No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,,"Same as Kirk Guidroz, Same Household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Tage Scherich,Young Adult,Male,Human,Toki,Active Lawyer,,,No,Not Started,,,"§20,000",,"§20,000",Poor,Poor,"The Bar Association , The Cowplant Society",,,,,,,,,Cult of the Cowplant,,,,,,,,,,"Toki Sulani , Tartosiano",Simstainable,Straight
Ondarion,Ixia Underhill,Adult,Female,Human,Tartosian,Courtesan at Blackwoods Inc (Self employed),,Elite Contract Courtesan “Professional liaison for exclusive clients”,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,Tartosiano,,Both Genders
Ravenwood,Gomez Addams,Adult,Male,Human,Ravenian,"Painter , SNB Investor",,"macabre, family oriented Can see ghosts",Yes,Ongoing,Addams_Frump_Death,,"§600,000",,"§600,000",Rich,Rich,"Cedar Creek Country Club , The Art Appreciation Society",,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Morticia Addams,Adult,Female,Witch,Ravenian,Stay-at-home-parent,,"macabre, family oriented ",Yes,Ongoing,Addams_Frump_Death,,same as gomez same household,,,,Rich,Cedar Creek Country Club,,,,,,,,,,,Neutral,All,5,"Ancestral Connection, Necromance, Portal pass, Potion prodigy, Level headed, Magic mentor, Rescind power source, Source master, Studious, Teleportation, Magic reuptake","Astral Projection, Attitude Aura, Banishment, Biblio Acceleratium, Call Forth, Clairvoyance, Cleanse, Complex Clarity Charm, Cryocast, Displacement, Ensorcel, Epidermal Hex, Excruciate, Exemplum, Exitus, Fearless Spell, Fertility Spell, Flora Vitalis, Frost Affix, Harmonize, Herba Incrementum, Herba Partum, Implementio, Impotentia Curse, Incendia, Invisique, Ivy Wrap, Keratin Conversion, Liberate, Magelight, Mystify, Noctem Malediction, Prosperitus, Refectio, Sana, Sanctuary, Sandman’s Bliss, Sanguis Vitam, Somnium, Transfigure, Vanish, Viriditas Extractum
","Magic infusion, Elixir of fire resistance, Feather weight elixir, Fertility tonic, Bottled talent, Hell's embrace, Bottled benevolence, Duelist's charm, Elixr of invisibility, Blue skin dye, Green skin dye, Red skin dye, Stamina tonic, Vampire's bane, Elixir of necrotic magic
","Summon ancestral witch, Conjure guide to witchcraft, Conjure snow, Conjure rain, Summon familiar, Conjure sustenance",Tempest,Ravena,,Straight
Ravenwood,Eudora Esmerelda Addams ,Elder,Female,Witch,Ravenian,Paranormal,,"Mystic branch
witch, macabre",Yes,Ongoing,Addams_Frump_Death,,same as gomez same household,,,,Rich,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Fester Addams,Adult,Male,Human,Ravenian,Astronaut,,"looking for love , Can see ghosts",No,Ongoing,Addams_Frump_Death,,same as gomez same household,,,,Rich,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Cedric Addams,Teenager,Male,Human,Ravenian,"High School Student, Football Team Member",,"happy and bright even though he looks otherwise, family oriented, made for johannah",Yes,Ongoing,Addams_Frump_Death,,same as gomez same household,,,,Rich,Cedar Creek Country Club,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Wednesday Addams,Teenager,Female,Witch,Ravenian,"High School Student, Performing Arts club member , Small Business Employee",At Teardrop Cottage,"aspiring witch, macabre ",Yes,Ongoing,Addams_Frump_Death,,same as gomez same household,,,,Rich,"Cedar Creek Country Club , The Performing Arts and Dance Club",,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Pugsley Addams,Child,Male,Human,Ravenian,"Grade School Student , Swimming Lessons",,goof macabre ,Yes,Ongoing,Addams_Frump_Death,,same as gomez same household,,,,Rich,The Swimming Club,,,,,,,,,,,,,,,,,,,Ravena,,
Ravenwood,Lurch Z,Adult,Male,Zombie,Nordskan,Butler,,"butler for the Addams, frankenstein like , Can see ghosts",Yes,Not Started,,,same as gomez same household,,,,Rich,,,,,,,,,,,,,,,,,,,,"Ravena , Nordska",,Both Genders
Ravenwood,Ophelia Frump,Young Adult,Female,Witch,North Windenburgian,"Noble, Gardener , Self emplyed, Sells-strange-plants-in-her-shop",,"flowery disposition, flower witch",No,Not Started,Addams_Frump_Death,,"§60,000",,"§60,000",Poor,Poor,The Cowplant Society,,,,5,,,,,,,Neutral,Flora,4,"Magic mentor, Teleportation","Astral Projection, Cleanse, Doppelganger Conjuration, Flora Vitalis, Herba Incrementum, Herba Partum, Ivy Wrap, Magelight, Medusa’s Gaze, Viriditas Extractum","Duelist's charm, Stamina tonic",Summon ancestral witch,Tempest,"Ravena , Windenburgish",,Straight
Ravenwood,Father Frump,Elder,Male,Human,North Windenburgian,Noble,,"macabre , Can see ghosts",No,Not Started,Addams_Frump_Death,,"§180,000",,"§180,000",Middle Class,Middle Class,,,,,6,,,,,,,,,,,,,,,"Ravena , Windenburgish",,Straight
Ravenwood,Hester Frump,Elder,Female,Human,North Windenburgian,"Noble, Reaper",,"macabre , Can see ghosts",No,Not Started,Addams_Frump_Death,,Same as father frump same household,,,,Middle Class,,,,,6,,,,,,,,,,,,,,,"Ravena , Windenburgish",,Straight
Ravenwood,Clump Addams,Young Adult,Male,Human,Ravenian,Reaper,,"macabre , Can see ghosts",No,Not Started,Addams_Frump_Death,,"§70,000",,"§70,000",Poor,Poor,,,,,4,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Baba Addams,Elder,Male,Ghost,Ravenian,Reaper,,macabre,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,That Addams,Elder,Male,Ghost,Ravenian,NA,,"covered in hair, charismatic",No,Not Started,Addams_Frump_Death,,,,,,,Unexplained Anomalies Enthusiasts,,,,10,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Anemia Addams,Elder,Female,Ghost,Ravenian,NA,,has beards ,No,Not Started,Addams_Frump_Death,,,,,,,,,,,10,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Itt Addams ,Adult,Male,Human,Ravenian,"Noble , Criminal",,"covered in hair , Can see ghosts
Diamond agent branch",No,Not Started,Addams_Frump_Death,,"§160,000",,"§160,000",Middle Class,,,,Horse,,10,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Margaret Afford Addams,Adult,Female,Human,Ravenian,Noble,,Can see ghosts,No,Not Started,Addams_Frump_Death,,"Same as Itt , Same households",,,,,,,,,10,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,What Addams,Toddler,Male,Human,Ravenian,Noble,,covered in hair,No,Not Started,Addams_Frump_Death,,"Same as Itt , Same households",,,,,,,,,9,,,,,,,,,,,,,,,Ravena,,
Ravenwood,Delilah Addams,Elder,Female,Ghost,Ravenian,Reaper,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Senator Edwin Addams,Elder,Male,Ghost,Ravenian,NA,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,Same Gender
Ravenwood,Bart Addams,Elder,Male,Ghost,Ravenian,NA,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Pestilencia Addams,Elder,Female,Ghost,Ravenian,NA,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Squint Esmerelda Addams,Elder,Female,Ghost,Ravenian,Reaper,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Pegleg Addams,Elder,Male,Ghost,Ravenian,NA,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Goody Addams,Elder,Female,Ghost,Ravenian,NA,,founder of the addams legacy,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,Straight
Ravenwood,Bleak Frump,Elder,Male,Ghost Culled,North Windenburgian,NA,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Windenburgish",,Straight
Ravenwood,Skank Frump,Elder,Male,Ghost Culled,North Windenburgian,NA,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Windenburgish",,Straight
Ravenwood,Mocas Frump,Elder,Female,Ghost Culled,North Windenburgian,NA,,,No,Not Started,Addams_Frump_Death,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Windenburgish",,Straight
Ravenwood,Morriva Blackvein,Elder,Male,Witch,Eastern Simli,"Noble, NPC-Agent , Reaper",,"Ringleader of evil witches, Friends with: Varek Sanguine, Bellatrix Mireshade, Umbra Noctelle, Vladislaus Straud, Nebuchadnezzar Sinai, aquainted with the wild Vamps, 
",No,Not Started,,,"§20,000",,"§20,000",Poor,Poor,,,,,3,,,,,,,Evil,Death,5,"Necromancer, Magic mentor, Siphoner, teleportation","Astral projection, Call forth, Cleanse, Clairvoyance, Doppleeganger Conjuration, Excruciate, Exitus, Morbus,","Duelist's charm, Vanquishing potion","Summon Familiar, Conjure rain, Conjure sustenence",Obsidian Oath,"Ravena , Simlish",,Straight
Ravenwood,Olive Specter,Adult,Female,Human,Eastern Simli,Undertaker,,Can see ghosts,No,Not Started,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Simlish",,Straight
Ravenwood,Nyon Specter,Teenager,Male,Human,Eastern Simli,"Independent School Student , Dog Walker",,GIVE JOB,No,Not Started,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Simlish",,Straight
Ravenwood,Layne Coffin,Adult,Male,Human,Eastern Simli,Entertainer,,"Give Job
comedian branch , Can see ghosts",No,Not Started,,,In Game,,,,,The Barbie Fan Club,,,,,,,,,,,,,,,,,,,"Ravena , Simlish",,Straight
Ravenwood,Lady Ravendancer Goth,Adult,Female,Ghost,Ravenian,NPC,,Spellcaster Ghost,No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,,level 5 ghost,,,,,Ravena,,Straight
Ravenwood,Waylon Warez,Elder,Male,Ghost,Ravenian,MYSTERIOUS MERCHANT,,,No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,5,,,,,,Ravena,,Straight
Ravenwood,Alice,Young Adult,Female,Ghost,Ravenian,NPC,,,No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,2,,,,,,Ravena,,Straight
Ravenwood,Edith,Child,Female,Ghost,Ravenian,NPC,,,No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,Ravena,,
Ravenwood,Chaewon Baek,Adult,Female,Ghost,Komorebigan,Reaper,,Killed by Evelyn brown,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Komorebigo",,Straight
Ravenwood,Royal Beaumont,Adult,Male,Ghost,Selvadoradian,Reaper,,Killed by Evelyn brown,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Selvadoradian",,Straight
Ravenwood,Huong Nyugen,Adult,Female,Ghost,Tomaruan,NA,,Killed by Evelyn brown,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Tomaru",,Straight
Ravenwood,Grim Reaper,Adult,Male,Death,South Windenburgian,Grim-Reaper,,,No,Ongoing,Addams_Death,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Ravena , Simlish , Selvadoradian",,
San Myshuno,Dante Vixen,Adult,Male,Human,Ravenian,Spicy Dancer,,,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Ravena",,Straight
San Myshuno,Marilyn Hillburn,Teenager,Female,Human,South Windenburgian,CITY LIVING STATUE NPCS,,,No,Ongoing,,,"§8,000",,"§8,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
San Myshuno,Michelle Hillburn,Teenager,Female,Human,South Windenburgian,CITY LIVING STATUE NPCS,,,No,Ongoing,,,"§8,000",,"§8,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
San Myshuno,Iris Littlefeather,Young Adult,Female,Human,South Windenburgian,CITY LIVING WIERDOS NPC,,,No,Ongoing,,,"§8,000",,"§8,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Straight
San Myshuno,Ivy Littlefeather,Young Adult,Female,Human,South Windenburgian,CITY LIVING WIERDOS NPC,,,No,Ongoing,,,"§8,000",,"§8,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Straight
San Myshuno,Ixora Littlefeather,Young Adult,Female,Human,South Windenburgian,CITY LIVING WIERDOS NPC,,,No,Ongoing,,,"§8,000",,"§8,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Straight
San Myshuno,Ahmed Suliman,Young Adult,Male,Human,North Windenburgian,CITY LIVING REPAIR NPCS,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Straight
San Myshuno,Ali Suliman,Young Adult,Male,Human,North Windenburgian,CITY LIVING REPAIR NPCS,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Straight
San Myshuno,DJ Rich,Young Adult,Male,Human,Nordskan,DJ HEADLINER NPCS,,,No,Ongoing,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Straight
San Myshuno,DJ Trish,Young Adult,Female,Human,Nordskan,DJ HEADLINER NPCS,,,No,Ongoing,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Straight
San Myshuno,DJ Marco,Young Adult,Male,Human,Selvadoradian,PROFESSIONAL DJ NPCS,,,No,Ongoing,,,"§30,000",,"§30,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Selvadoradian , Simlish",,Straight
San Myshuno,DJ Stacey,Young Adult,Female,Human,Nordskan,PROFESSIONAL DJ NPCS,,,No,Ongoing,,,"§30,000",,"§30,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Straight
San Myshuno,Abraham Nicholson,Adult,Male,Human,Nordskan,RESTAURANT CRITIC NPCS,,,No,Ongoing,,,"§55,000",,"§55,000",Poor,Poor,The Foodies,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Straight
San Myshuno,Gale Greene,Young Adult,Female,Human,Nordskan,RESTAURANT CRITIC NPCS,,,No,Ongoing,,,"§55,000",,"§55,000",Poor,Poor,The Foodies,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Straight
San Myshuno,Issac Rishi,Adult,Male,Human,Tomaruan,CITY LANDLORD NPCS,,,No,Ongoing,,,"§120,000",,"§120,000",Middle Class,Middle Class,,,,,,,,,,,,,,,,,,,,"Simlish , Tomaru",,Straight
San Myshuno,Dj Suuuuul,Young Adult,Male,Human,Nordskan,PROFESSIONAL DJ NPCS,,,No,Ongoing,,,"§150,000",,"§150,000",Middle Class,Middle Class,,4,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Straight
San Myshuno,Yuri Kovac,Young Adult,Male,Succubus,Ravenian,Retail Employee,,"Succubus(incubus), has 2 other siblings, Isolde and Natasha , Can see ghosts",No,Ongoing,Kovac,,,,,,,The treaders of the Occults,,,,,,,,,Treaders of the occult,,,,,,,,,,"Simlish , Ravena",,Same Gender
San Myshuno,Thalia Hare,Young Adult,Female,Human,South Windenburgian,Spicy Dancer,,"Daughter of the Easter hare, BDSM, sensually tight,sexually awkward, Jessica Rabbit Like",Yes,Not Started,,,"§1,000",,"§1,000",Destitute,Destitute,The treaders of the Occults,,,,,,,,,Treaders of the occult,,,,,,,,,,"Simlish , Windenburgish",,Straight
San Myshuno,Min-jun Hardae,Adult,Male,Human,Komorebigan,Butler at Blackwoods Inc (Self employed),,Basic contract Naughty butler “Discreet yet dependable household aide”,No,Ongoing,,,"§5,000",,"§5,000",Destitute,Destitute, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Komorebigo",,Both Genders
San Myshuno,Cherry Swallows,Adult,Female,Human,Tartosian,Curator at Blackwoods Inc (Self employed),,"Advanced Contract Swallower “Arranges client tastings and collections”
",No,Ongoing,,,"§10,000",,"§10,000",Poor,Poor, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Tartosiano",,Both Genders
San Myshuno,Marigold Tuggerson,Adult,Female,Human,North Windenburgian,Maid at Blackwoods Inc (Self employed),,Basic contract Naughty maid “All?round care provider”,No,Ongoing,,,"§5,000",,"§5,000",Destitute,Destitute, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Windenburgish",,Both Genders
San Myshuno,Lexi Deepwood,Adult,Female,Human,North Windenburgian,Premium at Blackwoods Inc (Self employed),,Elite Contract Meat Toilet “Top-tier service specialist”,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Windenburgish",,Both Genders
San Myshuno,Bunny Goodhead,Adult,Female,Human,Tomaruan,Sensation at Blackwoods Inc (Self employed),,Advanced Contract Pain toy “Provider of unforgettable experiences”,No,Ongoing,,,"§10,000",,"§10,000",Poor,Poor, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Tomaru",,Both Genders
San Myshuno,Jasmine Montenegro,Young Adult,Female,Human,Tartosian,Spicy Dancer,,Tiffany's sister pet cat in household ,No,Not Started,Bailey_Moon_López_Montenegro_Jacobs_Solis,,"§5,000",,"§5,000",Destitute,Destitute,,,Cat,,,,,,,,,,,,,,,,,"Simlish , Tartosiano",,Both Genders
San Myshuno,Tiffany Montenegro,Young Adult,Female,Human,Tartosian,"Spicy Dancer, Call Person",,"jasmine's sister, pet cat in household ",No,Not Started,Bailey_Moon_López_Montenegro_Jacobs_Solis,,Same as jasmine same household,,,,Destitute,Second Chance,,,,,,,0,Owes forever,,Psychedelics,,,,,,,,,"Simlish , Tartosiano",,Both Genders
San Myshuno,Kai Tanaka,Young Adult,Male,Human,Komorebigan,"Spicy Dancer, Call Person",,pheromonal flower ,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,Second Chance,,,,,,,0,Owes forever,,Xanax,,,,,,,,,"Simlish , Komorebigo",,Both Genders
San Myshuno,Marisol Ferreira,Adult,Female,Human,Selvadoradian,Spicy Dancer,,"alcoholic,  chubby",No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Straight
San Myshuno,Khlas Weiner ,Adult,Male,Human,North Windenburgian,A.W.E Act Actor-Actress,,"famous star, raunchy, rake, big spender , Check KMI Mascot",Yes,Not Started,,,"§160,000",,"§160,000",Middle Class,Middle Class,,3,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Both Genders
San Myshuno,Selene Arash,Adult,Female,Succubus,North Windenburgian,Engineer,,"Succubus glam goth temptress , Can see ghosts",No,Not Started,,,"§60,000",,"§60,000",Poor,Poor,,,Dog,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Same Gender
San Myshuno,Natasha Kovac,Adult,Female,Succubus,Ravenian,Secret Agent,,"Succubus, has 2 other siblings, Isolde and Yuri , Can see ghosts",No,Ongoing,Kovac,,,,,,Poor, Dreams Of Approach,,Cat,,,Mommy,Dom,,,,,,,,,,,,,"Simlish , Ravena",,Both Genders
San Myshuno,Nyx River,Young Adult,Female,Succubus,Nordskan,Actor/Actress,,"Succubus, cutesy pastel vibe , Can see ghosts",No,Not Started,,,"§60,000",,"§60,000",Poor,Poor,The Barbie Fan Club,,,,,,,,,,,,,,,,,,,"Simlish , Nordska",,Both Genders
San Myshuno,Brielle Delacroix ,Young Adult,Female,Human,Tartosian,Fast Food Employee,,"dad is abusive and alcoholic, mom left to be with new familybin willow creek, abandoned Brielle with dad",Yes,Not Started,Delacroix_Peloquin,,Same as Vallis same household,,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Tartosiano",,Straight
San Myshuno,Vallis Delacroix ,Adult,Male,Human,Tartosian,"Manual Labourer, Shady Phrama",,"alcoholic, Brielle’s dad, abusive,ex wife lives with new man",Yes,Not Started,Delacroix_Peloquin,,"§1,000",,"§1,000",Destitute,Destitute,Second Chance,,,,,Baby,,,,,Alcohol,,,,,,,,,"Simlish , Tartosiano",,Both Genders
San Myshuno,Kitty McStuffin,Adult,Female,Human,Nordskan,Basics at Blackwoods Inc (Self employed),,"Tried to make her Basic contract Sex toy, she's just barebones instead “Entry-level charm consultant”",No,Ongoing,,,"§2,000",,"§2,000",Destitute,Destitute, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Nordska",,Both Genders
San Myshuno,Honey Lickman,Adult,Female,Human,Komorebigan,Comfort Agent at Blackwoods Inc (Self employed),,Advanced Contract Doormat “Expert in delivering satisfaction”,No,Ongoing,,,"§10,000",,"§10,000",Poor,Poor, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Komorebigo",,Both Genders
San Myshuno,Ivana Bangheart,Adult,Female,Human,Nordskan,Prime at Blackwoods Inc (Self employed),,Advanced Contract Amazon “Elite-level accompaniment services”,No,Ongoing,,,"§10,000",,"§10,000",Poor,Poor, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Nordska",,Both Genders
San Myshuno,Rosalind Grindley,Adult,Female,Human,Tartosian,Entertainer at Blackwoods Inc (Self employed),,Elite Contract Entertainer “Live?event mood manager”,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor, Dreams Of Surrender,,,,,,Sub,,,,,,,,,,,,,"Simlish , Tartosiano",,Both Genders
San Myshuno,Zane Wesley,Adult,Male,Human,Ravenian,Basiness,,,No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,,"§120,000",,"§120,000",Middle Class,Middle Class,Cedar Creek Country Club,,Horse,,,Daddy,,,,Worship of the Watcher,,,,,,,,,,"Simlish , Ravena",,Both Genders
San Myshuno,Theresa Wesley,Adult,Female,Human,Ravenian,Ballet Dancer,,"alcoholic, promiscuous and unfaithful, bad mom",No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,,"Same as Zane wesley, same household",,,,Middle Class,"Cedar Creek Country Club , The Performing Arts and Dance Club ,  The Ballerinas",,,,,Mommy,,,,Worship of the Watcher,Alcohol,,,,,,,,,"Simlish , Ravena",,Straight
San Myshuno,Francesca Wesley,Teenager,Female,Human,Ravenian,"Elite Private School Student, Bullet Club , The Performing Arts and Dance Club",,"teenager, wants out of this dysfunctional  family, wants to be a good lawyer ",No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,,"Same as Zane wesley, same household",,,,Middle Class,"The Bar Association , Cedar Creek Country Club , The Performing Arts and Dance Club",,,,,,,,,,,,,,,,,,,"Simlish , Ravena",,Straight
